Name,lat,lon
Bethmale,42.8667,1.08333
Prayols,42.9333,1.61667
Montegut-Plantaurel,43.0667,1.5
Erp,42.95,1.2
Gudas,43.0,1.66667
Arrien-en-Bethmale,42.9,1.05
Montseron,43.0167,1.33333
Alliat,42.8167,1.58333
Pech,42.7833,1.68333
Esplas,43.1875,1.49889
Savignac-les-Ormeaux,42.7333,1.81667
Lescousse,43.15,1.51667
Rabat-les-Trois-Seigneurs,42.85,1.56667
Mirepoix,43.0833,1.88333
Auzat,42.7667,1.48333
Boussenac,42.9,1.35
Lapege,42.8,1.58333
Orlu,42.7,1.88333
Bonnac,43.1667,1.6
Loubaut,43.1833,1.26667
Saint-Julien-de-Gras-Capou,43.0333,1.85
Camon,43.0333,1.96667
Montferrier,42.9,1.78333
La Bastide-de-Serou,43.0167,1.43333
Allieres,43.0333,1.35
Barjac,43.0667,1.13333
L'Hospitalet-pres-l'Andorre,42.5908,1.80306
Bordes-sur-Arize,43.1,1.36667
Mercus-Garrabet,42.85,1.61667
Pailhes,43.1,1.45
Bonac-Irazein,42.8769,0.973888
Villeneuve-du-Latou,43.2,1.43333
Lercoul,42.7667,1.55
Lescure,43.0,1.23333
Calzan,43.0333,1.73333
Fougax-et-Barrineuf,42.8833,1.9
Senconac,42.8,1.7
Nalzen,42.9167,1.75
Cerizols,43.1167,1.06667
Aulos,42.8,1.68333
Brassac,42.9458,1.53722
Arabaux,42.9833,1.63333
Saverdun,43.2333,1.58333
Sentenac-d'Oust,42.8833,1.18333
Saint-Paul-de-Jarrat,42.9167,1.65
Burret,42.95,1.48333
Durfort,43.2167,1.46667
Benaix,42.9167,1.85
Montfa,43.0994,1.28361
Cazals-des-Bayles,43.0833,1.95
Roquefort-les-Cascades,42.95,1.76667
Gaudies,43.1667,1.73333
Esclagne,42.9833,1.83333
Rieucros,43.0833,1.76667
La Bastide-de-Bousignac,43.05,1.88333
Cadarcet,43.0167,1.5
Couflens,42.7833,1.18333
Saint-Quentin-la-Tour,43.0333,1.9
Genat,42.8167,1.58333
Vernaux,42.7833,1.75
Taurignan-Vieux,43.0333,1.11667
Ascou,42.7167,1.86667
Roumengoux,43.0667,1.95
Cante,43.25,1.53333
Issards,43.0833,1.73333
Varilhes,43.05,1.63333
Loubieres,43.0,1.6
Larcat,42.7833,1.65
Vals,43.1,1.75
Ferrieres-sur-Ariege,42.9333,1.61667
Baulou,43.0167,1.55
Sorgeat,42.7333,1.85
Aulus-les-Bains,42.8,1.33333
Belesta,42.9,1.93333
Leychert,42.95,1.73333
Niaux,42.8167,1.58333
Saint-Girons,42.9833,1.15
Foix,42.9667,1.6
Saint-Lizier,43.0,1.13333
Nescus,43.0,1.43333
Lavelanet,42.9333,1.85
Saint-Amans,43.15,1.55
Montgauch,43.0,1.08333
Biert,42.9,1.31667
Saint-Jean-de-Verges,43.0167,1.61667
Daumazan-sur-Arize,43.15,1.31667
Sentein,42.8667,0.95
Camarade,43.0833,1.26667
Artigues,42.7178,2.06917
Manses,43.1,1.81667
Sieuras,43.1833,1.33333
Lacave,43.0403,0.997222
La Bastide-de-Lordat,43.1439,1.7125
Troye-d'Ariege,43.0333,1.88333
Vivies,43.05,1.78333
Caychax,42.8,1.71667
Verniolle,43.0833,1.63333
Le Puch,42.7167,2.1
Serres-sur-Arget,42.9667,1.51667
Artigat,43.1333,1.43333
Lesparrou,42.9333,1.9
Saint-Felix-de-Rieutord,43.0464,1.67306
Unzent,43.1667,1.53333
Bompas,42.8667,1.61667
Seix,42.8667,1.2
Aigues-Vives,43.0,1.88333
Illier-et-Laramade,42.7833,1.55
Pamiers,43.1167,1.6
Cabannes,42.7856,1.68722
Saint-Felix-de-Tournegat,43.1333,1.75
Verdun,42.8,1.68333
Axiat,42.7833,1.75
Garanou,42.7667,1.75
Arrout,42.95,1.03333
La Bastide-de-Besplas,43.1667,1.26667
Laroque-d'Olmes,42.9667,1.86667
Betchat,43.1,1.01667
Sentenac-de-Serou,42.9667,1.38333
Perles-et-Castelet,42.75,1.78333
Saint-Pierre-de-Riviere,42.9667,1.56667
Merigon,43.0833,1.2
Vaychis,42.75,1.8
Mijanes,42.7333,2.05
Cescau,42.9333,1.05
Saint-Jean-du-Falga,43.0833,1.61667
Escosse,43.1333,1.55
Ludies,43.1167,1.71667
Arnave,42.85,1.65
Capoulet-et-Junac,42.8,1.6
Le Port,42.8667,1.36667
Sem,42.7667,1.51667
Cazenave-Serres-et-Allens,42.8403,1.6725
L'Herm,42.9667,1.68333
Castelnau-Durban,43.0,1.35
Pradettes,42.9833,1.81667
Saurat,42.8833,1.53333
Coutens,43.0667,1.83333
Le Carlaret,43.1167,1.7
Leran,42.9833,1.91667
Dalou,43.0333,1.63333
Carla-Bayle,43.15,1.4
Illartein,42.9333,0.966667
Sainte-Croix-Volvestre,43.1258,1.17417
Benac,42.95,1.53333
Madiere,43.1,1.51667
Sor,42.9167,1.01667
Buzan,42.95,0.966667
Ornolac-Ussat-les-Bains,42.8333,1.63333
Ustou,42.8,1.26667
Mauvezin-de-Sainte-Croix,43.0833,1.23333
Limbrassac,43.0167,1.85
Regat,42.9833,1.88333
Taurignan-Castet,43.0333,1.08333
Carcanieres,42.7167,2.11667
Lacourt,42.95,1.16667
Sinsat,42.8,1.65
Villeneuve-d'Olmes,42.9,1.81667
Montbel,42.9833,1.98333
Unac,42.7667,1.76667
Lorp-Sentaraille,43.0089,1.11944
Aleu,42.9,1.26667
Durban-sur-Arize,43.0167,1.35
Saint-Martin-d'Oydes,43.1667,1.5
Montels,43.0,1.46667
Penne,43.1333,1.75
Montaut,43.1872,1.64389
Arvigna,43.0667,1.73333
Saint-Bauzeil,43.0833,1.58333
Le Mas-d'Azil,43.0833,1.36667
Goulier,42.7553,1.50361
Teilhet,43.0833,1.78333
Mercenac,43.0333,1.08333
Gesties,42.7667,1.58333
Cos,42.9833,1.56667
Pereille,42.9386,1.80167
Uchentein,42.8833,1.0
Soueix-Rogalle,42.8933,1.21139
Montesquieu-Avantes,43.0167,1.2
Montaillou,42.7833,1.88333
Castillon-en-Couserans,42.9333,1.03333
La Bastide-sur-l'Hers,42.9667,1.91667
Moulin-Neuf,43.0667,1.95
Tremoulet,43.1667,1.71667
Ganac,42.95,1.56667
Querigut,42.7,2.1
Luzenac,42.7667,1.76667
Albies,42.7667,1.7
Saint-Jean-d'Aigues-Vives,42.9333,1.86667
Miglos,42.7833,1.61667
Lissac,43.2667,1.5
Orgibet,42.9333,0.933333
Bordes-sur-Lez,42.9,1.03333
Prat-Bonrepaux,43.0289,1.01889
Moulis,42.9667,1.08333
Vira,43.05,1.76667
Aston,42.7667,1.66667
Salsein,42.9,1.01667
Lasserre,43.0692,1.17055
Freychenet,42.9083,1.725
Surba,42.8667,1.58333
Chateau-Verdun,42.7833,1.68333
Ilhat,42.9569,1.78444
Saint-Amadou,43.1167,1.71667
Aucazein,42.9333,0.983333
Le Pla,42.7167,2.06667
Vicdessos,42.7667,1.5
Tarascon-sur-Ariege,42.85,1.6
Antras,42.8817,0.943055
Arignac,42.8667,1.6
Le Peyrat,42.9667,1.93333
Montagagne,42.9833,1.41667
Saint-Ybars,43.25,1.4
Alos,42.9081,1.145
Mauvezin-de-Prat,43.0333,0.983333
Coussa,43.0667,1.66667
Clermont,43.0333,1.28333
Rimont,43.0,1.28333
Augirein,42.9333,0.916667
Erce,42.85,1.3
Orus,42.7833,1.51667
Soula,42.95,1.7
Villeneuve-du-Pareage,43.15,1.61667
Saint-Martin-de-Caralp,42.9833,1.55
Argein,42.9333,1.0
Gourbit,42.8417,1.53333
Quie,42.85,1.6
Tignac,42.75,1.78333
Caussou,42.7667,1.8
Siguer,42.7667,1.56667
Orgeix,42.7,1.86667
Saint-Quirc,43.2667,1.5
Fornex,43.1667,1.25
Montmorency-Beaufort,48.4833,4.56667
Lignieres,47.95,3.96667
Prusy,47.9667,4.05
Villechetif,48.3167,4.15
Chennegy,48.2167,3.85
Etourvy,47.95,4.13333
Morvilliers,48.3833,4.61667
Fontaine,48.2167,4.71667
Saint-Pouange,48.2333,4.03333
Magnant,48.1667,4.41667
Palis,48.2833,3.7
Herbisse,48.6167,4.11667
Granges,48.0587,4.05362
Cresantignes,48.1333,4.01667
Bagneux-la-Fosse,47.9833,4.28333
Saint-Julien-les-Villas,48.2667,4.1
Precy-Saint-Martin,48.4167,4.45
Estissac,48.2667,3.81667
Fontaine-les-Gres,48.4167,3.9
Saint-Jean-de-Bonneval,48.1667,4.05
Vitry-le-Croise,48.15,4.56667
Aubeterre,48.4333,4.11667
Bernon,47.9833,3.98333
Dampierre,48.55,4.36667
Levigny,48.3,4.7
Vailly,48.3667,4.11667
Saint-Lye,48.3667,4.0
Bessy,48.5473,4.02306
Pel-et-Der,48.4,4.41667
Saint-Leger-pres-Troyes,48.2333,4.08333
Lignol-le-Chateau,48.2167,4.81667
Puits-et-Nuisement,48.2167,4.5
Bourguignons,48.1333,4.36667
Maupas,48.1333,4.06667
Chatres,48.5,3.85
Charny-le-Bachot,48.55,3.95
Villiers-sous-Praslin,48.0667,4.25
Torcy-le-Grand,48.5333,4.16667
Chauchigny,48.4333,3.96667
Rheges,48.55,4.0
Precy-Notre-Dame,48.4167,4.43333
Brienne-la-Vieille,48.3667,4.53333
Vulaines,48.2333,3.61667
Couvignon,48.2,4.65
Saint-Usage,48.1,4.61667
Lhuitre,48.5667,4.25
Lagesse,48.0167,4.13333
Montsuzain,48.45,4.13333
Vougrey,48.0833,4.23333
Fralignes,48.1667,4.36667
Crancey,48.5167,3.63333
Saint-Leger-sous-Brienne,48.4,4.5
La Chapelle-Saint-Luc,48.3333,4.05
Crespy-le-Neuf,48.4,4.6
Coursan-en-Othe,48.0667,3.83333
Echemines,48.3833,3.83333
Bligny,48.1717,4.61639
Bayel,48.2,4.78333
Sainte-Savine,48.3,4.05
Fresnoy-le-Chateau,48.2,4.23333
Le Chene,48.55,4.18333
Courtenot,48.15,4.3
Paisy-Cosdon,48.2333,3.71667
Ville-sur-Terre,48.3333,4.75
Neuville-sur-Seine,48.0333,4.41667
Brillecourt,48.4667,4.36667
Champigny-sur-Aube,48.5667,4.06667
La Fosse-Corduan,48.45,3.65
Viapres-le-Petit,48.5667,4.03333
Villery,48.1667,4.01667
Barbuise,48.55,3.58333
Saint-Lupien,48.35,3.7
Montceaux-les-Vaudes,48.1667,4.16667
Rouilly-Sacey,48.35,4.26667
Nogent-sur-Seine,48.4833,3.5
Val-d'Auzon,48.407,4.36334
La Vendue-Mignot,48.1667,4.11667
Thieffrain,48.2,4.43333
Mesnil-la-Comtesse,48.5,4.2
Fay-les-Marcilly,48.4,3.6
Assenay,48.1833,4.06667
Mesnil-Saint-Loup,48.3,3.76667
Bordes-Aumont,48.1833,4.11667
Coussegrey,47.95,4.01667
Juvancourt,48.1167,4.8
Saint-Martin-de-Bossenay,48.4333,3.68333
Viviers-sur-Artaut,48.1,4.5
Bouy-sur-Orvin,48.4167,3.5
Maizieres-les-Brienne,48.4333,4.58333
Fontaine-Macon,48.4667,3.5
Creney-pres-Troyes,48.3333,4.13333
Montier-en-l'Isle,48.2667,4.66667
Montgueux,48.3,3.96667
Breviandes,48.25,4.1
Dierrey-Saint-Julien,48.3167,3.83333
Virey-sous-Bar,48.1333,4.31667
Buxeuil,48.05,4.4
Mussy-sur-Seine,47.9667,4.5
Saint-Nabord-sur-Aube,48.5333,4.21667
Montfey,48.0667,3.88333
Blignicourt,48.4667,4.53333
Nogent-en-Othe,48.15,3.8
Gye-sur-Seine,48.0333,4.43333
Auxon,48.1,3.91667
Croutes,48.0,3.86667
Mery-sur-Seine,48.5,3.88333
Racines,48.05,3.85
Vosnon,48.1,3.85
Loches-sur-Ource,48.0667,4.5
Nogent-sur-Aube,48.5,4.31667
Saint-Flavy,48.4,3.76667
Magnicourt,48.45,4.38333
Polisot,48.0833,4.36667
Dommartin-le-Coq,48.5,4.35
Saint-Nicolas-la-Chapelle,48.5333,3.46667
Vaucogne,48.5333,4.35
Neuville-sur-Vanne,48.2556,3.78056
Jeugny,48.1333,4.03333
Brevonnes,48.3667,4.4
Payns,48.3833,3.96667
Marnay-sur-Seine,48.5167,3.55
Mergey,48.3833,4.01667
Mesnil-Lettre,48.45,4.26667
Juzanvigny,48.4167,4.58333
Verpillieres-sur-Ource,48.05,4.56667
Sainte-Maure,48.35,4.05
Ferreux-Quincey,48.4506,3.6125
Brienne-le-Chateau,48.4,4.53333
Premierfait,48.5,4.03333
Soulaines-Dhuys,48.3667,4.73333
Saint-Etienne-sous-Barbuise,48.5,4.11667
Messon,48.2667,3.9
Rumilly-les-Vaudes,48.15,4.21667
Ailleville,48.25,4.68333
Planty,48.2667,3.65
Pont-sur-Seine,48.5167,3.6
Torcy-le-Petit,48.5333,4.2
Jaucourt,48.2667,4.65
Longchamp-sur-Aujon,48.15,4.83333
Fontette,48.0833,4.61667
Fuligny,48.3333,4.7
Plessis-Barbuise,48.5667,3.58333
Laubressel,48.3,4.21667
Mesgrigny,48.4833,3.88333
Marolles-les-Bailly,48.1833,4.35
Villenauxe-la-Grande,48.5912,3.5575
Villemoiron-en-Othe,48.2,3.78333
Pont-Sainte-Marie,48.3167,4.1
Vaupoisson,48.5167,4.23333
Balnot-sur-Laignes,48.0333,4.36667
La Loge-aux-Chevres,48.2833,4.41667
Mesnil-Sellieres,48.3333,4.21667
Chamoy,48.1167,3.96667
Molins-sur-Aube,48.4333,4.38333
Bercenay-en-Othe,48.2167,3.88333
Courcelles-sur-Voire,48.4667,4.53333
Eguilly-sous-Bois,48.1333,4.53333
Barberey-Saint-Sulpice,48.3333,4.03333
Vanlay,48.0333,4.01667
Buxieres-sur-Arce,48.1333,4.45
Montaulin,48.25,4.2
Maizieres-la-Grande-Paroisse,48.5117,3.79056
Baroville,48.1923,4.72112
Charmont-sous-Barbuise,48.4167,4.16667
Perthes-les-Brienne,48.4333,4.53333
Trouans,48.6298,4.23806
Jessains,48.3,4.58333
Thennelieres,48.2833,4.18333
Sommeval,48.1667,3.96667
Villemorien,48.0833,4.3
Marigny-le-Chatel,48.4,3.73333
Verricourt,48.45,4.35
Chalette-sur-Voire,48.45,4.43333
Feuges,48.4,4.11667
Coclois,48.4667,4.33333
Avant-les-Marcilly,48.4167,3.56667
Fontenay-de-Bossery,48.45,3.45
Vendeuvre-sur-Barse,48.2333,4.46667
Juvanze,48.3167,4.56667
Montpothier,48.5667,3.51667
La Villeneuve-au-Chene,48.2333,4.38333
Landreville,48.072,4.47362
Montigny-les-Monts,48.1,3.95
Avant-les-Ramerupt,48.45,4.28333
Piney,48.3667,4.33333
Charmoy,48.4031,3.58639
Romilly-sur-Seine,48.5167,3.71667
Merrey-sur-Arce,48.1,4.38333
Mailly-le-Camp,48.6667,4.21667
Balnot-la-Grange,47.9833,4.2
Courceroy,48.4667,3.41667
Saint-Andre-les-Vergers,48.2833,4.05
Courteron,48.0167,4.45
Proverville,48.2333,4.7
Polisy,48.0667,4.46667
Amance,48.3,4.51667
Semoine,48.6833,4.08333
Bouy-Luxembourg,48.3833,4.26667
Saint-Leger-sous-Margerie,48.5333,4.48333
Grandville,48.6,4.23333
Chaserey,47.9581,4.06834
Fravaux,48.2333,4.63333
Pouan-les-Vallees,48.5333,4.06667
Villy-en-Trodes,48.2,4.38333
Rouilly-Saint-Loup,48.2667,4.15
Pougy,48.45,4.36667
Noes-pres-Troyes,48.3,4.03333
Saint-Mards-en-Othe,48.1667,3.8
Bucheres,48.2333,4.11667
Poivres,48.6833,4.26667
Faux-Villecerf,48.3333,3.73333
Thors,48.3,4.81667
Balignicourt,48.5167,4.46667
Metz-Robert,48.0667,4.11667
Urville,48.1667,4.65
Ervy-le-Chatel,48.0333,3.91667
Gelannes,48.4833,3.66667
Rouvres-les-Vignes,48.2333,4.81667
Betignicourt,48.45,4.45
Droupt-Saint-Basle,48.4833,3.93333
Hampigny,48.45,4.6
Blaincourt-sur-Aube,48.3833,4.45
Saint-Oulph,48.5167,3.86667
Chaudrey,48.5,4.28333
Ortillon,48.5167,4.25
Foucheres,48.15,4.26667
Eaux-Puiseaux,48.1167,3.88333
Chavanges,48.5167,4.56667
Arrelles,48.05,4.28333
Mathaux,48.3667,4.48333
Gumery,48.45,3.43333
Rosieres-pres-Troyes,48.2667,4.06667
Epagne,48.4,4.46667
Longeville-sur-Mogne,48.1489,4.06084
Vauchonvilliers,48.2667,4.53333
Saint-Loup-de-Buffigny,48.45,3.63333
Praslin,48.05,4.2
Vallentigny,48.45,4.58333
Perigny-la-Rose,48.55,3.63333
Machy,48.1333,4.05
Colombe-la-Fosse,48.2667,4.8
Villiers-le-Bois,47.95,4.18333
Souligny,48.2,4.0
Arconville,48.1667,4.71667
Plaines-Saint-Lange,47.9833,4.46667
Droupt-Sainte-Marie,48.5,3.91667
Rances,48.4667,4.55
Ville-sur-Arce,48.1167,4.45
Voigny,48.2333,4.76667
Briel-sur-Barse,48.2167,4.35
Saint-Christophe-Dodinicourt,48.4333,4.46667
Saint-Benoist-sur-Vanne,48.2333,3.66667
Vaudes,48.1833,4.18333
Bergeres,48.1833,4.66667
Donnement,48.5167,4.43333
Pargues,48.0323,4.19778
Saint-Parres-aux-Tertres,48.3,4.11667
Turgy,48.0167,4.05
Marolles-sous-Lignieres,47.95,3.91667
Chaumesnil,48.3667,4.6
Chaource,48.0667,4.13333
Dienville,48.35,4.53333
Prugny,48.25,3.95
Assencieres,48.35,4.2
Longpre-le-Sec,48.1833,4.51667
Saulcy,48.2833,4.83333
Davrey,48.05,3.95
Arsonval,48.2667,4.65
Chesley,47.9667,4.11667
Bar-sur-Aube,48.2333,4.71667
Bouranton,48.3167,4.18333
Mesnil-Saint-Pere,48.25,4.33333
Epothemont,48.4167,4.65
Avon-la-Peze,48.3833,3.65
Origny-le-Sec,48.4667,3.76667
Villemereuil,48.2,4.08333
Champ-sur-Barse,48.2333,4.4
Lirey,48.15,4.05
Villiers-Herbisse,48.6333,4.11667
Maraye-en-Othe,48.1667,3.85
Prunay-Belleville,48.3667,3.78333
Noe-les-Mallets,48.1,4.56667
Magny-Fouchard,48.25,4.53333
Chervey,48.1333,4.5
Allibaudieres,48.5833,4.11667
Loges-Margueron,48.0833,4.11667
Villacerf,48.4,3.98333
Maisons-les-Chaource,48.0167,4.16667
La Rothiere,48.35,4.56667
Fresnay,48.3145,4.75112
Aix-en-Othe,48.2167,3.73333
Marcilly-le-Hayer,48.35,3.63333
Montreuil-sur-Barse,48.2167,4.3
Villemoyenne,48.1833,4.23333
Meurville,48.2,4.61667
Dosnon,48.6167,4.23333
Villy-le-Bois,48.1667,4.1
Salon,48.6333,4.0
Arcis-sur-Aube,48.5333,4.13333
Pars-les-Romilly,48.4833,3.73333
Pars-les-Chavanges,48.5,4.5
Luyeres,48.3833,4.2
Courtaoult,48.0167,3.86667
Ramerupt,48.5167,4.3
Cormost,48.1667,4.13333
Ruvigny,48.2667,4.18333
Champfleury,48.617,4.00611
Moussey,48.2167,4.1
Bossancourt,48.2833,4.6
Laines-aux-Bois,48.2333,3.98333
Joncreuil,48.5167,4.61667
Lassicourt,48.4428,4.48917
Villeneuve-au-Chemin,48.0833,3.85
Rilly-Sainte-Syre,48.45,3.95
Longsols,48.4333,4.28333
Le Pavillon-Sainte-Julie,48.3667,3.9
Saint-Mesmin,48.45,3.93333
Arrembecourt,48.55,4.6
La Riviere-de-Corps,48.2833,4.03333
Villette-sur-Aube,48.5333,4.1
Orvilliers-Saint-Julien,48.45,3.83333
La Villeneuve-au-Chatelot,48.5503,3.61195
Voue,48.4667,4.11667
La Louptiere-Thenard,48.3833,3.43333
Unienville,48.3333,4.55
Engente,48.2667,4.75
Bourdenay,48.3592,3.58778
Torvilliers,48.2667,3.96667
Savieres,48.4167,3.95
Pouy-sur-Vannes,48.3,3.58333
Bucey-en-Othe,48.2667,3.86667
Saint-Parres-les-Vaudes,48.1667,4.21667
Vinets,48.5333,4.23333
Bouilly,48.2,4.0
Saint-Hilaire-sous-Romilly,48.5167,3.66667
Vauchassis,48.2167,3.91667
Macey,48.3,3.91667
Lantages,48.0667,4.21667
Vallant-Saint-Georges,48.4667,3.9
La Saulsotte,48.5333,3.5
Riceys,47.9833,4.36667
La Loge-Pomblin,48.05,4.03333
Berulle,48.1833,3.66667
Grandes-Chapelles,48.4667,4.01667
Bercenay-le-Hayer,48.3333,3.58333
Rosnay-l'Hopital,48.4667,4.5
Villemaur-sur-Vanne,48.25,3.73333
Onjon,48.4,4.28333
Fontvannes,48.2833,3.86667
Trancault,48.3667,3.53333
Clerey,48.2,4.2
Trainel,48.4167,3.45
Channes,47.9333,4.25
Petit-Mesnil,48.35,4.58333
Dosches,48.3167,4.25
Dierrey-Saint-Pierre,48.3333,3.83333
Lentilles,48.4833,4.61667
Argancon,48.25,4.6
Champignol-lez-Mondeville,48.1333,4.68333
Isle-Aumont,48.2167,4.13333
Longueville-sur-Aube,48.55,3.91667
Troyes,48.3,4.08333
Montmartin-le-Haut,48.2167,4.55
Essoyes,48.0667,4.53333
Colombe-le-Sec,48.25,4.8
La Chaise,48.3667,4.66667
Lusigny-sur-Barse,48.25,4.26667
Dolancourt,48.2667,4.61667
Ville-sous-la-Ferte,48.1167,4.78333
Courteranges,48.2667,4.23333
Celles-sur-Ource,48.0833,4.4
Villeloup,48.3667,3.86667
Cunfin,48.05,4.66667
Eclance,48.3,4.63333
Maisons-les-Soulaines,48.2833,4.78333
Chacenay,48.1167,4.53333
Vallieres,48.0,4.05
Chapelle-Vallon,48.4333,4.03333
Saint-Thibault,48.2,4.13333
Boulages,48.5833,3.91667
Maison-des-Champs,48.25,4.56667
Le Meriot,48.5,3.45
Morembert,48.5,4.33333
Nozay,48.5167,4.1
Rigny-la-Nonneuse,48.4167,3.66667
Villadin,48.3167,3.68333
Vernonvilliers,48.3167,4.68333
Javernant,48.1667,4.0
Radonvilliers,48.3667,4.51667
Ossey-les-Trois-Maisons,48.4333,3.75
Soligny-les-Etangs,48.4,3.5
Bar-sur-Seine,48.1167,4.36667
Lesmont,48.4333,4.41667
Avreuil,48.05,4.0
Trannes,48.3,4.58333
Beurey,48.1833,4.46667
Ormes,48.55,4.11667
Fays-la-Chapelle,48.1333,4.01667
La Ville-aux-Bois,48.2833,4.5
Bertignolles,48.1333,4.51667
Bailly-le-Franc,48.5167,4.65
Jasseines,48.5,4.38333
Saint-Benoit-sur-Seine,48.3667,4.03333
Arrentieres,48.2667,4.75
Bragelogne-Beauvoir,47.9684,4.26528
Chessy-les-Pres,48.0167,3.91667
Cussangy,48.0167,4.1
Avirey-Lingey,48.0333,4.3
Villy-le-Marechal,48.1833,4.08333
Lavau,48.3167,4.08333
Roncenay,48.1998,4.05112
Geraudot,48.3,4.31667
Plancy-l'Abbaye,48.57,3.96834
Isle-Aubigny,48.5253,4.26556
Spoy,48.2333,4.61667
Aulnay,48.4667,4.4
Yevres-le-Petit,48.4833,4.48333
Rigny-le-Ferron,48.2,3.63333
La Motte-Tilly,48.4667,3.43333
Jully-sur-Sarce,48.1,4.3
Chauffour-les-Bailly,48.2,4.33333
Saint-Phal,48.1167,4.0
Saint-Remy-sous-Barbuise,48.4833,4.11667
Montieramey,48.2306,4.30584
Etrelles-sur-Aube,48.5667,3.86667
Souilhe,43.3667,1.91667
Labastide-en-Val,43.0667,2.48333
Salsigne,43.3333,2.36667
Cassaignes,42.95,2.3
Souilhanels,43.35,1.91667
Casses,43.4333,1.86667
Floure,43.1833,2.48333
Villebazy,43.0667,2.33333
Talairan,43.05,2.66667
Trausse,43.3167,2.56667
Counozouls,42.7333,2.23333
Cabrespine,43.3667,2.46667
Saint-Martin-Lalande,43.3,2.01667
Villar-Saint-Anselme,43.0667,2.31667
Monthaut,43.0833,2.03333
Cournanel,43.0333,2.25
Clermont-sur-Lauquet,43.05,2.41667
Embres-et-Castelmaure,42.9333,2.81667
Granes,42.9,2.25
Merial,42.7833,1.98333
Saint-Paulet,43.4167,1.88333
Villeneuve-les-Montreal,43.1833,2.1
Verdun-en-Lauragais,43.3667,2.06667
Lasserre-de-Prouille,43.1833,2.06667
Fourtou,42.9167,2.43333
Carlipa,43.3,2.11667
Villetritouls,43.0667,2.48333
Belpech,43.2,1.75
Bizanet,43.1667,2.88333
Escales,43.2167,2.7
Lasbordes,43.3,2.03333
Fanjeaux,43.2,2.05
Saint-Laurent-de-la-Cabrerisse,43.0853,2.70056
Cavanac,43.1667,2.33333
Sainte-Valiere,43.2833,2.85
Rennes-le-Chateau,42.9333,2.26667
La Digne-d'Amont,43.0333,2.15
Aunat,42.8,2.1
Mas-Cabardes,43.3667,2.36667
Alet-les-Bains,43.0,2.26667
Carcassonne,43.2167,2.35
Tuchan,42.8833,2.71667
Saint-Marcel-sur-Aude,43.2439,2.9225
Quillan,42.8667,2.18333
Cuxac-d'Aude,43.25,3.0
Taurize,43.0667,2.5
Routier,43.1078,2.12667
Villardonnel,43.3333,2.31667
Arquettes-en-Val,43.1037,2.50222
Pouzols-Minervois,43.2833,2.83333
Gruissan,43.1,3.08333
Pepieux,43.3,2.7
Cailhavel,43.1667,2.11667
Vinassan,43.2,3.06667
Davejean,42.9667,2.61667
Maisons,42.9333,2.63333
Mouthoumet,42.9667,2.53333
Saint-Julia-de-Bec,42.8667,2.25
Soupex,43.3833,1.9
Verzeille,43.1167,2.33333
Ladern-sur-Lauquet,43.1167,2.35
Raissac-sur-Lampy,43.2833,2.16667
Villasavary,43.2167,2.03333
Arzens,43.2,2.21667
Brunels,43.4,2.05
Ricaud,43.35,1.9
Mas-Saintes-Puelles,43.3167,1.88333
Salleles-d'Aude,43.2667,2.95
Molleville,43.3167,1.83333
Tourouzelle,43.25,2.73333
Fajac-en-Val,43.1167,2.45
Generville,43.2167,1.93333
Saint-Martin-Lys,42.8333,2.23333
Pezens,43.25,2.28333
Villautou,43.15,1.83333
Plavilla,43.15,1.93333
Fonters-du-Razes,43.2333,1.93333
Montjardin,42.9667,2.03333
Mazuby,42.8,2.03333
Palairac,42.95,2.66667
Brugairolles,43.1167,2.15
Vignevieille,43.0,2.53333
Loupia,43.0667,2.1
Dernacueillette,42.9333,2.6
Peyriac-Minervois,43.3,2.56667
Brenac,42.8833,2.15
Belvis,42.85,2.08333
Cailla,42.8167,2.2
Treilles,42.9167,2.95
Niort-de-Sault,42.8,2.0
Thezan-des-Corbieres,43.1037,2.77111
Montfort-sur-Boulzane,42.75,2.3
Montbrun-des-Corbieres,43.2,2.68333
Rivel,42.95,1.98333
Saint-Ferriol,42.9,2.21667
Airoux,43.3667,1.86667
Sainte-Colombe-sur-Guette,42.75,2.23333
Castelnaudary,43.3167,1.95
Trassanel,43.35,2.43333
Montauriol,43.2778,1.83556
Raissac-d'Aude,43.2333,2.88333
Treville,43.3833,1.95
Soulatge,42.8833,2.5
Sainte-Camelle,43.2667,1.8
Luc-sur-Orbieu,43.1833,2.78333
Villalier,43.25,2.41667
Cumies,43.3,1.85
Lafage,43.175,1.86667
Villaniere,43.35,2.38333
Labastide-d'Anjou,43.3333,1.86667
Mirepeisset,43.2833,2.9
Caunettes-en-Val,43.0667,2.55
Joucou,42.8333,2.08333
Tournissan,43.0833,2.66667
Castelnau-d'Aude,43.2333,2.68333
Gueytes-et-Labastide,43.0667,2.0
Molandier,43.25,1.73333
Sainte-Colombe-sur-l'Hers,42.95,1.96667
Villeneuve-Minervois,43.3167,2.46667
Villeneuve-les-Corbieres,42.9667,2.76667
Ginoles,42.8667,2.15
Puivert,42.9333,2.05
Monze,43.15,2.46667
La Fajolle,42.7667,1.96667
Fajac-la-Relenque,43.2833,1.71667
La Courtete,43.15,2.03333
Caux-et-Sauzens,43.2333,2.25
Limoux,43.0667,2.23333
Villardebelle,43.0167,2.4
Roquefort-des-Corbieres,43.0,2.95
